1;"https://www.kayak.es/flights/ZRH-OVD/2022-09-03/2022-09-10?sort=bestflight_a&fs=layoverdur=-300;stops=1"
2;"https://www.edreams.es/travel/#results/type=R;from=ZRH;to=OVD;dep=2022-09-03;ret=2022-09-10;buyPath=FLIGHTS_HOME_SEARCH_FORM;internalSearch=true"
3;https://www.atrapalo.com/ms/results?journeys=ZRH%2COVD%2C20220903%7COVD%2CZRH%2C20220910&adults=1&children=0&babies=0&isResident=false&isLargeFamily=false&countryContext=ES&language=es_ES&device=desktop&transport_type=FLIGHT&app=web&test=B
